Number of Records,Anger,Anticipation,Disgust,Emotion,Fear,Joy,Negative,Positive,Sadness,Surprise,Trust,Word
,,,1,,,,sadness,,,,, sadness,,,,,blue
,,,1,,,,sadness,,,,, sadness,,,,,bury
,,,1,,,,sadness,,,,, sadness,,,,,calamity
,,,1,,,,sadness,,,,, sadness,,,,,cloudy
,,,1,,,,sadness,,,,, sadness,,,,,corse
,,,1,,,,sadness,,,,, sadness,,,,,couch
,,,1,,,,sadness,,,,, sadness,,,,,cremation
,,,1,,,,sadness,,,,, sadness,,,,,dark
,,,1,,,,sadness,,,,, sadness,,,,,decomposed
,,,1,,,,sadness,,,,, sadness,,,,,deviation
,,,1,,,,sadness,,,,, sadness,,,,,drugged
,,,1,,,,sadness,,,,, sadness,,,,,emptiness
,,,1,,,,sadness,,,,, sadness,,,,,epitaph
,,,1,,,,sadness,,,,, sadness,,,,,funeral
,,,1,,,,sadness,,,,, sadness,,,,,furrow
,,,1,,,,sadness,,,,, sadness,,,,,hospice
,,,1,,,,sadness,,,,, sadness,,,,,invalid
,,,1,,,,sadness,,,,, sadness,,,,,isolate
,,,1,,,,sadness,,,,, sadness,,,,,jurisprudence
,,,1,,,,sadness,,,,, sadness,,,,,kennel
,,,1,,,,sadness,,,,, sadness,,,,,lamenting
,,,1,,,,sadness,,,,, sadness,,,,,lone
,,,1,,,,sadness,,,,, sadness,,,,,mausoleum
,,,1,,,,sadness,,,,, sadness,,,,,meek
,,,1,,,,sadness,,,,, sadness,,,,,memorials
,,,1,,,,sadness,,,,, sadness,,,,,napkin
,,,1,,,,sadness,,,,, sadness,,,,,necessity
,,,1,,,,sadness,,,,, sadness,,,,,older
,,,1,,,,sadness,,,,, sadness,,,,,parting
,,,1,,,,sadness,,,,, sadness,,,,,pensive
,,,1,,,,sadness,,,,, sadness,,,,,pity
,,,1,,,,sadness,,,,, sadness,,,,,plaintive
,,,1,,,,sadness,,,,, sadness,,,,,rainy
,,,1,,,,sadness,,,,, sadness,,,,,refugee
,,,1,,,,sadness,,,,, sadness,,,,,relics
,,,1,,,,sadness,,,,, sadness,,,,,requiem
,,,1,,,,sadness,,,,, sadness,,,,,severance
,,,1,,,,sadness,,,,, sadness,,,,,shroud
,,,1,,,,sadness,,,,, sadness,,,,,snort
,,,1,,,,sadness,,,,, sadness,,,,,stricken
,,,1,,,,sadness,,,,, sadness,,,,,sympathize
,,,1,,,,sadness,,,,, sadness,,,,,terminate
,,,1,,,,sadness,,,,, sadness,,,,,terribly
,,,1,,,,sadness,,,,, sadness,,,,,terrific
,,,1,,,,sadness,,,,, sadness,,,,,tomb
,,,1,,,,sadness,,,,, sadness,,,,,unacknowledged
,,,1,,,,sadness,,,,, sadness,,,,,undertaker
,,,1,,,,sadness,,,,, sadness,,,,,uninvited
,,,1,,,,sadness,,,,, sadness,,,,,unseat
,,,1,,,,sadness,,,,, sadness,,,,,urn
,,,1,,,,sadness,,,,, sadness,,,,,weeping
,,,1,,,,sadness,,,,, sadness,,,,,widow
,,,1,,,,sadness,,,,, sadness,,,,,widower
,,,1,,,,sadness,,,,, sadness,,,,,wrinkled
,,,1,,,,sadness,,,,, sadness,,, trust,,hermit
,,,1,,,,sadness,,,,, sadness,,, trust,,veal
,,,1,,,,sadness,,,,, sadness,, surprise,,,evanescence
,,,1,,,,sadness,,,, positive,,,, trust,,mate
,,,1,,,,sadness,,,, positive, sadness,,,,,anchorage
,,,1,,,,sadness,,,, positive, sadness,,,,,condolence
,,,1,,,,sadness,,,, positive, sadness,,,,,console
,,,1,,,,sadness,,,, positive, sadness,,,,,humbled
,,,1,,,,sadness,,,, positive, sadness,,,,,hut
,,,1,,,,sadness,,,, positive, sadness,,,,,nutritious
,,,1,,,,sadness,,,, positive, sadness,,,,,quiet
